Ticker,Company,Type,Price,Market Cap,urls,Description,Phase 3 Ready,Phase 2b Ready,alzheimer
GALT,Galectin Therapeutics Inc,Common Stock,2.7,$154.53M,https://finance.yahoo.com/quote/GALT/profile?p=GALT,"Galectin Therapeutics Inc., a clinical stage biopharmaceutical company, engages in the research and development of therapies for fibrotic, cancer, and other diseases. The company's lead product candidate is (GR-MD-02) belapectin galectin-3 inhibitor, a galactoarabino-rhamnogalacturonan polysaccharide polymer that is in Phase III clinical trial for the treatment of liver fibrosis associated with fatty liver disease and non-alcoholic steatohepatitis cirrhosis, as well as for the treatment of cancer. It also engages in developing GM-CT-01, which is in pre-clinical development stage for the treatment of cardiac and vascular fibrosis, as well as focuses on developing belapectin for the treatment of psoriasis, and lung and kidney fibrosis. The company, through its Galectin Sciences, LLC, which is a collaborative joint venture co-owned by SBH Sciences, Inc., to research and development of small organic molecule inhibitors of galectin-3 for oral administration. The company was formerly known as Pro-Pharmaceuticals, Inc. and changed its name to Galectin Therapeutics, Inc. in May 2011. Galectin Therapeutics Inc. was founded in 2000 and is based in Norcross, Georgia.",1,1,0
ADMP,Adamis Pharmaceuticals Corp,Common Stock,1.03,$154.84M,https://finance.yahoo.com/quote/ADMP/profile?p=ADMP,"Adamis Pharmaceuticals Corporation, a specialty biopharmaceutical company, develops and commercializes products in the therapeutic areas of allergy and respiratory disease in the United States. The company's product candidates comprise Symjepi Injection pre-filled syringe (PFS) for use in the emergency treatment of acute allergic reactions, including anaphylaxis; dry powder inhaler products consisting of fluticasone for the treatment of asthma; beclomethasone, a metered dose inhaler product for the asthma; and naloxone injection product candidates for the treatment of opioid overdose. It also offers APC400, a tempol gel use of reducing radiation dermatitis in patients undergoing treatment for cancer; and APC410 for the treatment of respiratory diseases, including asthma, respiratory syncytial virus, influenza, and COVID-19. In addition, the company provides corticosteroids, hormone replacement therapies, hospital outsourcing products, injectables, urological preparations, topical compounds for pain, and men's and women's health products; and veterinary pharmaceutical products for animals. Adamis Pharmaceuticals Corporation was founded in 2006 and is headquartered in San Diego, California.",0,0,0
TTOO,T2 Biosystems Inc,Common Stock,1.06,$156.11M,https://finance.yahoo.com/quote/TTOO/profile?p=TTOO,"T2 Biosystems, Inc., an in vitro diagnostics company, develops diagnostic products and product candidates in the United States and internationally. It provides T2 Magnetic Resonance technology that enables detection of pathogens, biomarkers, and other abnormalities in various unpurified patient sample types, including whole blood, plasma, serum, saliva, sputum, cerebral spinal fluid, and urine. The company also offers T2Dx Instrument, a bench-top instrument for detecting pathogens associated with sepsis and Lyme disease, and other applications, as well as T2Candida Panel that identifies the species of Candida, a fungal pathogen known to cause sepsis directly from whole blood. In addition, it provides T2Bacteria Panel, a multiplex diagnostic panel that detects various bacterial pathogens associated with sepsis; T2SARS-CoV-2 Panel, a COVID-19 molecular diagnostic test; and T2Resistance Panel for the early and sensitive detection of carbapenemase-resistance markers. Further, it develops T2Cauris Panel, a multi-drug resistant pathogen; and T2Lyme Panel for the detection of various strains of Lyme disease-causing bacteria. The company has collaboration agreements with Canon U.S. Life Sciences, Inc. to develop a diagnostic test panel to detect Lyme disease. T2 Biosystems, Inc. was incorporated in 2006 and is headquartered in Lexington, Massachusetts.",0,0,0
CFRX,ContraFect Corp,Common Stock,4.18,$156.15M,https://finance.yahoo.com/quote/CFRX/profile?p=CFRX,"ContraFect Corporation, a clinical-stage biotechnology company, focuses on the discovery and development of therapeutic protein and antibody products for the treatment of life-threatening and drug-resistant infectious diseases in the United States. Its lead product candidates consist of CF-301, an investigational novel lysin, which is in Phase III clinical trials for the treatment of staphylococcus aureus bacteremia, including endocarditis caused by methicillin-resistant or methicillin-susceptible. The company also develops CF-296, an engineered lysin, used for treatment of the invasive infections caused by staph aureus including biofilm-related infections in prosthetic joints and indwelling devices and osteomyelitis; and CF-370, an investigational anti-bacterial therapeutic candidate, which in preclinical trials for the treatment of pseudomonas aeruginosa infections, including ventilator associated pneumonia, blood stream infections, complicated urinary tract infections, and surgery carry infections. The company has a collaboration research agreement with The Rockefeller University to identification of novel lysin therapeutic candidates targeting gram-negative pathogens. It also initiated an expanded access program to provide exebacase for the treatment of persistent bacteremia caused by methicillin-resistant Staphylococcus aureus in COVID-19 patients. The company was incorporated in 2008 and is headquartered in Yonkers, New York.",1,1,0
LRMR,Larimar Therapeutics Inc,Common Stock,10.64,$158.60M,https://finance.yahoo.com/quote/LRMR/profile?p=LRMR,"Larimar Therapeutics, Inc., a clinical-stage biotechnology company, focuses on developing treatments for rare diseases. The company's lead product candidate is CTI-1601, which is in Phase 1 clinical trial for the treatment of Friedreich's ataxia, a rare and progressive genetic disease. Larimar Therapeutics, Inc. is headquartered in Bala Cynwyd, Pennsylvania.",0,0,0
ARDX,Ardelyx Inc,Common Stock,1.73,$158.92M,https://finance.yahoo.com/quote/ARDX/profile?p=ARDX,"Ardelyx, Inc., a biopharmaceutical company, develops and sells medicines for the treatment of kidney and cardiorenal diseases in the United States and internationally. The company's lead product candidate is tenapanor, which has completed Phase 3 clinical trial for the treatment of patients with irritable bowel syndrome with constipation, as well as in Phase 3 clinical trial for the treatment of hyperphosphatemia in end-stage renal disease patients on dialysis. It also develops RDX013, a small molecule potassium secretagogue program that is in Phase 2 clinical trial for the treatment of patients with hyperkalemia; and RDX020, a small molecule program for the treatment of metabolic acidosis. The company was formerly known as Nteryx, Inc. and changed its name to Ardelyx, Inc. in June 2008. Ardelyx, Inc. was incorporated in 2007 and is headquartered in Fremont, California.",1,1,0
AGTC,Applied Genetic Technologies Corp,Common Stock,3.77,$159.90M,https://finance.yahoo.com/quote/AGTC/profile?p=AGTC,"Applied Genetic Technologies Corporation, a clinical-stage biotechnology company, develops transformational genetic therapies for patients suffering from rare and debilitating diseases. The company's advanced product candidates consist of three ophthalmology development programs across two targets, including X-linked retinitis pigmentosa, which has completed Phase I/II clinical trials; and achromatopsia that is in Phase I/II clinical trials. It is also developing an optogenetic product candidate for the patients with advanced retinal disease. In addition, the company has initiated one preclinical program in otology; and three preclinical programs in targeting central nervous system disorders, including frontotemporal dementia, amyotrophic lateral sclerosis, and adrenoleukodystrophy. It has collaboration agreements with Synpromics Limited; University of Florida; Bionic Sight, LLC; and Otonomy, Inc. Applied Genetic Technologies Corporation was founded in 1999 and is headquartered in Alachua, Florida.",0,0,0
MIST,Milestone Pharmaceuticals USA Inc,Common Stock,5.48,$162.66M,https://finance.yahoo.com/quote/MIST/profile?p=MIST,"Milestone Pharmaceuticals Inc., a biopharmaceutical company, focuses on the development and commercialization of cardiovascular medicines. It is developing etripamil, a novel channel blocker, which is in Phase III clinical trial for the treatment of paroxysmal supraventricular tachycardia in the United States and Canada, as well as in the Phase II clinical trial for the treatment of atrial fibrillation and rapid ventricular rate, and other cardiovascular indications. Milestone Pharmaceuticals Inc. has a license and collaboration agreement with Ji Xing Pharmaceuticals to develop and commercialize etripamil in patients with paroxysmal supraventricular tachycardia and additional cardiovascular conditions in Greater China. The company was incorporated in 2003 and is headquartered in Montr̩al, Canada.",1,1,0
HTBX,Heat Biologics Inc,Common Stock,6.6,$163.31M,https://finance.yahoo.com/quote/HTBX/profile?p=HTBX,"Heat Biologics, Inc., a biopharmaceutical company, engages in the development of immunotherapies to activate patient's immune system against cancer through T-cell activation and expansion. Its gp96 platform, including ImPACT, an allogenic cell-based, T-cell-stimulating platform that functions as an immune activator to stimulate and expand T-cells; and ComPACT, which delivers antigen driven T-cell activation and specific co-stimulation in a single product. The company develops HS-110, which is in phase II clinical trials to treat patients with advanced non-small cell lung cancer; and HS-130 that is in phase I clinical trial for the treatment of advanced solid tumors. Its preclinical stage products include PTX-35, a humanized affinity matured monoclonal antibody, which is a functional agonist of human TNFRSF25; TNFRSF25 modulators for various immunotherapy approaches; and COVID-19 vaccine. Heat Biologics, Inc. has collaboration with Waisman Biomanufacturing to manufacture COVID-19 Vaccine. The company was incorporated in 2008 and is headquartered in Morrisville, North Carolina.",0,1,0
ANEB,Anebulo Pharmaceuticals Inc,Common Stock,7.1248,$163.42M,https://finance.yahoo.com/quote/ANEB/profile?p=ANEB,"Anebulo Pharmaceuticals, Inc., a clinical-stage biotechnology company, focuses on developing and commercializing treatments for patients suffering from cannabinoid overdose and addiction. Its lead product candidate is ANEB-001, a small molecule cannabinoid receptor antagonist to treat cannabinoid overdose. The company was incorporated in 2020 and is based in Lakeway, Texas.",0,0,0
CASI,CASI Pharmaceuticals Inc,Common Stock,1.18,$163.56M,https://finance.yahoo.com/quote/CASI/profile?p=CASI,"CASI Pharmaceuticals, Inc., a biopharmaceutical company, develops and commercializes therapeutics and pharmaceutical products in China, the United States, and internationally. The company offers EVOMELA, an intravenous formulation of melphalan for use as a conditioning treatment prior to stem cell transplantation, and as a palliative treatment for patients with multiple myeloma, which has completed Phase I studies in China. It also provides CNCT19, an autologous CD19 CAR-T investigative product for the treatment of patients with B-cell acute lymphoblastic leukemia (B-ALL) and B-cell non-Hodgkin lymphoma (B-NHL); BI-1206 that is in Phase I/II trial in combination with anti-PD1 therapy Keytruda for solid tumors, and in a Phase 1/2a trial in combination with MabThera (rituximab) in patients with relapsed/refractory NHL; and CB-5339, which is in Phase I clinical trial for acute myeloid leukemia and myelodysplastic syndrome, as well as solid tumors and lymphomas. In addition, the company offers CID-103 for the treatment of patients with multiple myeloma; Thiotepa, which has multiple indications including use as a conditioning treatment for various allogeneic haemopoietic stem cell transplants; Octreotide long acting injectable formulations for the treatment of acromegaly and for the control of symptoms associated with various neuroendocrine tumors; ZEVALIN to treat patients with NHL; and MARQIBO for the treatment of adult patients with Philadelphia chromosome-negative ALL. It has licensing agreements with Juventas Cell Therapy Ltd; BioInvent International AB; Black Belt Therapeutics Limited; and Cleave Therapeutics, Inc. The company also has distribution agreements with China Resources Guokang Pharmaceuticals Co., Ltd; Pharmathen Global BV; and Riemser Pharma GmbH. The company was formerly known as EntreMed, Inc. and changed its name to CASI Pharmaceuticals, Inc. in June 2014. CASI Pharmaceuticals, Inc. was incorporated in 1991 and is based in Rockville, Maryland.",0,0,0
VTVT,vTv Therapeutics Inc,Common Stock,2.02,$164.08M,https://finance.yahoo.com/quote/VTVT/profile?p=VTVT,"vTv Therapeutics Inc., a clinical-stage biopharmaceutical company, discovers, develops, and sells orally administered small molecule drug candidates to fill unmet medical needs. The company is developing TTP399, an orally administered, small molecule, liver-selective glucokinase activator for the treatment of type 1 diabetes; and HPP737, an orally administered non-CNS penetrant PDE4 inhibitor that addresses inflammatory diseases. It is also involved in the clinical development of other programs, including a small molecule GLP-1r agonist; the PDE4 inhibitor; HPP737, a PPAR-delta agonist; and an Nrf2 activator through partnerships with pharmaceutical partners. The company has a license agreement with Reneo Pharmaceuticals, Inc. to develop and commercialize peroxisome proliferation activated receptor delta agonist program, including the compound HPP593. vTv Therapeutics Inc. also has license and research agreements with Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.; Newsoara Biopharma Co., Ltd.; JDRF International; Novo Nordisk A/S; and Columbia University. The company was founded in 2015 and is headquartered in High Point, North Carolina. vTv Therapeutics Inc. is a subsidiary of MacAndrews & Forbes Incorporated.",0,0,0
OBSV,ObsEva SA,Common Stock,2.63,$165.18M,https://finance.yahoo.com/quote/OBSV/profile?p=OBSV,"ObsEva SA, a biopharmaceutical company, focuses on the development and commercialization of novel therapeutics for women suffering from reproductive health and pregnancy. The company is developing Linzagolix, an oral gonadotropin-releasing hormone receptor antagonist for the treatment of pain associated with endometriosis and heavy menstrual bleeding associated with uterine fibroids in pre-menopausal women. It also is developing Ebopiprant, an oral and selective prostaglandin F2a, or PGF2a receptor antagonist, as a once daily treatment for preterm labor in weeks 24 to 34 of gestational age; and Nolasiban, an oral oxytocin receptor antagonist to enhance clinical pregnancy and live birth rates in women undergoing in vitro fertilization. The company was founded in 2012 and is headquartered in Geneva, Switzerland.",0,0,0
CBWTF,Auxly Cannabis Group Inc,Common Stock,0.2028,$167.31M,https://finance.yahoo.com/quote/CBWTF/profile?p=CBWTF,"Auxly Cannabis Group Inc., a cannabis company, provides cannabis products to the medical, wellness, and adult-use markets in Canada. The company engages in the cultivation, development, and distribution of cannabis products. It offers products such as, soft chews, vape cartridges, vape pens, pre-rolled cannabis, chocolates, cannabis oil spray, and oil drops through retail stores under the Kolab Project, Foray, and Dosecan brand names. The company was formerly known as Cannabis Wheaton Income Corp. and changed its name to Auxly Cannabis Group Inc. in June 2018. Auxly Cannabis Group Inc. was incorporated in 1987 and is based in Vancouver, Canada.",0,0,0
SGTX,Sigilon Therapeutics Inc,Common Stock,5.67,$167.74M,https://finance.yahoo.com/quote/SGTX/profile?p=SGTX,"Sigilon Therapeutics, Inc., a biopharmaceutical company, develops functional cures for patients with chronic diseases. Its lead product candidate is SIG-001, which is in Phase I/II clinical trial to prevent bleeding episodes in patients with moderate-severe to severe Hemophilia A. The company is also developing SIG-005 to treat the non-neurological manifestations of the disease in patients with mucopolysaccharidosis type 1; SIG-007 to provide continuous and prolonged release of functional enzyme at levels sufficient to produce clinical benefits and alleviate progression of the downstream aspects of Fabry disease; and SIG-002 designed to replace islet cells for the treatment of type 1 diabetes. The company was formerly known as Sigilon, Inc. and changed its name to Sigilon Therapeutics, Inc. in June 2017. Sigilon Therapeutics, Inc. was founded in 2015 and is headquartered in Cambridge, Massachusetts.",0,0,0
STSA,Satsuma Pharmaceuticals Inc,Common Stock,5.31,$168.05M,https://finance.yahoo.com/quote/STSA/profile?p=STSA,"Satsuma Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, developing novel therapeutic products for the acute treatment of migraines. Its lead product candidate is STS101, a drug-device combination of a proprietary dry-powder formulation of dihydroergotamine mesylate, which is in ASCEND Phase III clinical trials and can be self-administered with proprietary pre-filled, single-use, and nasal delivery device. The company was incorporated in 2016 and is headquartered in South San Francisco, California.",1,1,0
SYBX,Synlogic Inc,Common Stock,3.26,$168.10M,https://finance.yahoo.com/quote/SYBX/profile?p=SYBX,"Synlogic, Inc., a clinical-stage biopharmaceutical company, focuses on the discovery and development of synthetic biotic medicines to treat metabolic, inflammatory, and cancer diseases in the United States. Its therapeutic programs include SYNB1618, an oral therapy that is in Phase II clinical trial to treat phenylketonuria (PKU), as well as pre-clinical stage product SYNB1934 for the treatment of PKU; and SYNB8802 that is in Phase I clinical trial for the treatment of Enteric Hyperoxaluria. The company is also developing SYNB1891, an intratumorally administered synthetic biotic medicine that is in Phase I clinical trial to treat solid tumors and lymphoma. It has a collaboration agreement with Ginkgo Bioworks for the development of synthetic biotic medicines. Synlogic, Inc. is headquartered in Cambridge, Massachusetts.",0,1,0
SBBP,Strongbridge Biopharma PLC,Common Stock,2.57,$168.30M,https://finance.yahoo.com/quote/SBBP/profile?p=SBBP,"Strongbridge Biopharma plc, a commercial-stage biopharmaceutical company, focuses on the development and commercialization of therapies for rare diseases with unmet needs in the United States. The company offers Keveyis, an oral carbonic anhydrase inhibitor to treat hyperkalemic, hypokalemic, and related variants of primary periodic paralysis. Its clinical-stage product candidates include Recorlev, a cortisol synthesis inhibitor, which is in Phase III clinical trials for the treatment of endogenous Cushing's syndrome; and Veldoreotide, a somatostatin analog that has completed Phase II clinical trial for the treatment of acromegaly. The company was formerly known as Cortendo plc and changed its name to Strongbridge Biopharma plc in September 2015. Strongbridge Biopharma plc was founded in 1996 and is based in Trevose, Pennsylvania.",1,1,0
PHAS,PhaseBio Pharmaceuticals Inc,Common Stock,3.56,$168.31M,https://finance.yahoo.com/quote/PHAS/profile?p=PHAS,"PhaseBio Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of novel for cardiopulmonary diseases. Its lead product candidate is bentracimab (PB2452), a reversal agent for the antiplatelet drug ticagrelor that is in Phase III clinical trial for patients with uncontrolled major or life-threatening bleeding events or in patients requiring urgent or emergency surgery. The company is also developing PB1046, a vasoactive intestinal peptide analogue that is in Phase IIb clinical trial for the treatment of pulmonary arterial hypertension; and PB6440 for the treatment of resistant hypertension. The company has a co-development agreement with SFJ Pharmaceuticals X, Ltd. to develop PB2452, a reversal agent for the antiplatelet drug ticagrelor. PhaseBio Pharmaceuticals, Inc. was incorporated in 2002 and is based in Malvern, Pennsylvania.",1,1,0
EQ,Equillium Inc,Common Stock,5.49,$169.59M,https://finance.yahoo.com/quote/EQ/profile?p=EQ,"Equillium, Inc., a clinical-stage biotechnology company, develops and sells products to treat severe autoimmune and inflammatory, or immuno-inflammatory disorders with unmet medical need. Its primary product candidate is itolizumab, a clinical-stage monoclonal antibody that targets the novel immune checkpoint receptor CD6, which is in Phase 1b/2 clinical trials for the treatment of acute graft-versus-host disease; and Phase 1 clinical trial for the treatment of asthma and lupus nephritis. The company was formerly known as Attenuate Biopharmaceuticals, Inc. and changed its name to Equillium, Inc. in May 2017. Equillium, Inc. was incorporated in 2017 and is headquartered in La Jolla, California.",0,0,0
APTX,Aptinyx Inc,Common Stock,2.57,$171.12M,https://finance.yahoo.com/quote/APTX/profile?p=APTX,"Aptinyx Inc., a clinical-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of novel, proprietary, and synthetic small molecules for the treatment of brain and nervous system disorders. The company is developing NYX-2925, which is in Phase II clinical development for the treatment of painful diabetic peripheral neuropathy, as well as in Phase II clinical trial for treating fibromyalgia. It is also developing NYX-783, an N-methyl-D-aspartate receptors (NMDAr) modulator that is in Phase I clinical trial to treat post-traumatic stress disorder; and NYX-458, an NMDAr modulator, which is in Phase I clinical study for the treatment of Parkinson's disease cognitive impairment. The company has a research collaboration agreement with Allergan plc. Aptinyx Inc. was incorporated in 2015 and is headquartered in Evanston, Illinois.",0,1,0
FENC,Fennec Pharmaceuticals Inc,Common Stock,6.61,$172.14M,https://finance.yahoo.com/quote/FENC/profile?p=FENC,"Fennec Pharmaceuticals Inc., a biopharmaceutical company, develops product candidates for use in the treatment of cancer in the United States. Its lead product PEDMARK, a formulation of Sodium Thiosulfate, which has completed the Phase III clinical trial for the prevention of cisplatin induced hearing loss or ototoxicity in children. The company was formerly known as Adherex Technologies Inc. and changed its name to Fennec Pharmaceuticals Inc. in September 2014. Fennec Pharmaceuticals Inc. was incorporated in 1996 and is based in Research Triangle Park, North Carolina.",1,1,0
CRBP,Corbus Pharmaceuticals Holdings Inc,Common Stock,1.47,$173.80M,https://finance.yahoo.com/quote/CRBP/profile?p=CRBP,"Corbus Pharmaceuticals Holdings, Inc., a clinical-stage pharmaceutical company, focuses on the development and commercialization of novel therapeutics that target the endocannabinoid system in the fields of autoimmunity, fibrosis, and cancer. Its lead product candidate is lenabasum, a cannabinoid receptor type 2 (CB2) that is in Phase III clinical trial for the treatment of dermatomyositis; and in Phase II clinical trial to treat systemic lupus erythematosus. The company is also developing cannabinoid receptor type 1 inverse agonist program for treatment of metabolic disorders, such as obesity, diabetic nephropathy, diabetic retinopathy, and nonalcoholic steatohepatitis; and CB2 agonist program for the treatment of cancer. It has a licensing agreement with Jenrin Discovery, LLC to develop and commercialize the licensed products, which includes the Jenrin library of approximately 600 compounds and multiple issued and pending patent filings; and strategic collaboration with Kaken Pharmaceutical Co., Ltd. for the development and commercialization of lenabasum in Japan. The company was incorporated in 2009 and is based in Norwood, Massachusetts.",1,1,0
MRKR,Marker Therapeutics Inc,Common Stock,2.19,$174.33M,https://finance.yahoo.com/quote/MRKR/profile?p=MRKR,"Marker Therapeutics, Inc., a clinical stage immuno-oncology company, engages in the development and commercialization of various T cell-based immunotherapies and peptide-based vaccines for the treatment of hematological malignancies and solid tumor indications. Its MultiTAA-specific T cell technology is based on the expansion of non-engineered tumor-specific T cells that recognize tumor associated antigens and kill tumor cells expressing those targets. The company's MultiTAA-specific T cell therapies include autologous T cells for the treatment of lymphoma, multiple myeloma, and various solid tumors; and allogeneic T cells for the treatment of acute myeloid leukemia and acute lymphoblastic leukemia. It is also developing TPIV100/110, which is in Phase II clinical trial for the treatment of breast cancer; and TPIV200 that is in Phase II clinical trial for the treatment of breast and ovarian cancers. Marker Therapeutics, Inc. is headquartered in Houston, Texas.",0,1,0
DBTX,Decibel Therapeutics Inc,Common Stock,7.21,$174.81M,https://finance.yahoo.com/quote/DBTX/profile?p=DBTX,"Decibel Therapeutics, Inc., a clinical-stage biotechnology company, engages in discovering and developing transformative treatments for hearing and balance disorders. Its product candidates and programs focuses on three areas, such as Gene Therapies for Congenital, Monogenic Hearing Loss designed to restore functional cells within the cochlea to address hearing disorders caused by single gene mutations; Gene Therapies for Hair Cell Regeneration designed to replace lost hair cells within the inner ear to address acquired hearing loss and balance disorders; and Otoprotection Therapeutic in clinical development to prevent hearing loss in cancer patients undergoing chemotherapy with cisplatin. The company's lead gene therapy product candidate is DB-OTO to provide hearing to individuals born with profound hearing loss due to mutation of the otoferlin gene. It is also developing DB-ATO, a gene therapy program designed to restore balance in patients with bilateral vestibulopathy by regenerating lost hair cells within the inner ear; and DB-020 for the prevention of cisplatin-induced hearing loss, which is in Phase 1b clinical trial. Decibel Therapeutics, Inc. has a strategic collaboration with Regeneron Pharmaceuticals, Inc. to develop gene therapies for monogenic forms of congenital hearing loss. The company was formerly known as Hearing Inc. and changed its name to Decibel Therapeutics, Inc. in April 2014. Decibel Therapeutics, Inc. was incorporated in 2013 and is headquartered in Boston, Massachusetts.",0,0,0
AVEO,AVEO Pharmaceuticals Inc,Common Stock,5.27,$175.93M,https://finance.yahoo.com/quote/AVEO/profile?p=AVEO,"AVEO Pharmaceuticals, Inc., a biopharmaceutical company, focuses on developing and commercializing medicines for cancer patients. It markets its lead candidate, FOTIVDA, an oral, once-daily, vascular endothelial growth factor receptor tyrosine kinase inhibitor, which is used for the treatment of renal cell carcinoma (RCC); and tivozanib for the treatment of RCC. The company has also completed a Phase II clinical trial of tivozanib in combination with Opdivo (nivolumab) for the treatment of RCC. In addition, it is developing Ficlatuzumab, a potent humanized immunoglobulin G1 (IgG1) monoclonal antibody that targets hepatocyte growth factor that is in a Phase II clinical trial for the treatment of squamous cell carcinoma of the head and neck, pancreatic cancer, and acute myeloid leukemia; AV-203, a potent humanized IgG1 monoclonal antibody, which completed Phase I clinical trial for treating human ErbB3; and AV-380, a potent humanized IgG1 inhibitory monoclonal antibody that is in a Phase I clinical trial for the treatment or prevention of cachexia. The company's preclinical stage product includes AV-353 that targets the Notch 3 pathway. AVEO Pharmaceuticals, Inc. has collaboration agreements with CANbridge Life Sciences Ltd.; EUSA Pharma (UK) Limited; Novartis International Pharmaceutical Ltd.; Biodesix, Inc.; St. Vincent's Hospital Sydney Limited; Biogen Idec International GmbH; Kyowa Kirin Co., Ltd.; AstraZeneca PLC; and Bristol Myers Squibb. The company was formerly known as GenPath Pharmaceuticals, Inc. and changed its name to AVEO Pharmaceuticals, Inc. in March 2005. AVEO Pharmaceuticals, Inc. was incorporated in 2001 and is headquartered in Boston, Massachusetts.",0,1,0
CLGN,CollPlant Biotechnologies Ltd,Common Stock,16.9,$178.28M,https://finance.yahoo.com/quote/CLGN/profile?p=CLGN,"CollPlant Biotechnologies Ltd., a regenerative and aesthetic medicine company, focuses on three-dimensional (3D) bio-printing of tissues and organs, and medical aesthetics in the United States, Canada, and Europe. The company's products are based on recombinant type I human collagen that is produced with its proprietary plant based genetic engineering technology. Its products include BioInks for 3D printing of tissues and organs; dermal filler for treating wrinkles; 3D Bioprinted breast implants that are used for the regeneration of breast tissue; injectable implants to promote breast tissue regeneration; VergenixSTR, a soft tissue repair matrix intended for treatment of tendinopathy; and VergenixFG, an advanced wound care product for the treatment of deep surgical incisions and wounds, including diabetic ulcers, venous and pressure ulcers, burns, bedsores, and other chronic wounds. The company was formerly known as CollPlant Holdings Ltd. and changed its name to CollPlant Biotechnologies Ltd. in June 2019. CollPlant Biotechnologies Ltd. was founded in 2004 and is headquartered in Rehovot, Israel.",0,0,0
MNOV,Medicinova Inc,Common Stock,3.79,$178.98M,https://finance.yahoo.com/quote/MNOV/profile?p=MNOV,"MediciNova, Inc., a biopharmaceutical company, focuses on developing novel and small molecule therapeutics for the treatment of serious diseases with unmet medical needs in the United States. The company is developing MN-166 (ibudilast), an oral anti-inflammatory and neuroprotective agent for treating neurological disorders, such as primary and secondary progressive multiple sclerosis, amyotrophic lateral sclerosis, chemotherapy-induced peripheral neuropathy, degenerative cervical myelopathy, glioblastoma, and substance dependence and addiction. Its product pipeline also includes MN-221 (bedoradrine), a selective beta-2-adrenergic receptor agonist for the treatment of acute exacerbations of asthma; MN-001 (tipelukast), an orally bioavailable small molecule compound to treat fibrotic diseases, including nonalcoholic steatohepatitis and idiopathic pulmonary fibrosis; and MN-029 (denibulin), a tubulin binding agent for treating solid tumor cancers. The company has a collaboration agreement with BioComo and Mie University for joint development of a SARS-CoV-2 vaccine. MediciNova, Inc. was founded in 2000 and is headquartered in La Jolla, California.",0,0,0
IMNM,Immunome Inc,Common Stock,16.08,$179.29M,https://finance.yahoo.com/quote/IMNM/profile?p=IMNM,"Immunome, Inc., a biopharmaceutical company, discovers and develops antibody therapeutics for oncology and infectious disease. The company's lead oncology program includes IMM-ONC-01, which targets IL-38 tumor-derived immune checkpoint capable of promoting evasion of the immune system. It also develops IMM-BCP-01, an antibody cocktail product candidate for the treatment of SARS-CoV-2 infections and COVID-19. The company was incorporated in 2006 and is headquartered in Exton, Pennsylvania.",0,0,0
MYMD,MyMD Pharmaceuticals Inc,Common Stock,4.94,$182.92M,https://finance.yahoo.com/quote/MYMD/profile?p=MYMD,"MyMD Pharmaceuticals, Inc., a clinical-stage pharmaceutical company, engages in the development of drug products in the targeting of aging and age-related diseases; autoimmune diseases; and chronic pain, anxiety, and sleep disorders. It commercializes MYMD-1, a novel therapeutic to impact conditions related to immunometabolic dysregulation; and SUPERA-1R, a synthetic cannabidiol that offers bioavailability and potency than botanicals. The company was incorporated in 2014 and is based in Tampa, Florida.",0,0,0
ONCT,Oncternal Therapeutics Inc,Common Stock,4.04,$186.12M,https://finance.yahoo.com/quote/ONCT/profile?p=ONCT,"Oncternal Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development of oncology therapies for cancers with critical unmet medical need. Its pipeline includes cirmtuzumab, an investigational monoclonal antibody that is being evaluated in a Phase 1/2 clinical trial in combination with ibrutinib for the treatment of patients with B-cell lymphoid malignancies, including mantle cell lymphoma and chronic lymphocytic leukemia. The company also develops a chimeric antigen receptor T cell therapy that targets Receptor tyrosine kinase-like Orphan Receptor 1, which is in preclinical development as a potential treatment for hematologic cancers and solid tumors. In addition, it is developing TK216, an investigational small molecule that inhibits the E26 Transformation Specific family of oncoproteins. Oncternal Therapeutics, Inc. has license agreements with the Regents of the University of California; Georgetown University; Shanghai Pharmaceutical (USA) Inc.; Selexis S.A.; and University of Tennessee Research Foundation. The company is headquartered in San Diego, California.",0,0,0
ZYNE,Zynerba Pharmaceuticals Inc,Common Stock,4.69,$186.87M,https://finance.yahoo.com/quote/ZYNE/profile?p=ZYNE,"Zynerba Pharmaceuticals, Inc. operates as a clinical stage specialty pharmaceutical company. It focuses on developing pharmaceutically-produced transdermal cannabinoid therapies for rare and near-rare neuropsychiatric disorders. It improves the lives of patients and their families living with severe, chronic health conditions, including Fragile X syndrome, autism spectrum disorder, 22q11.2 deletion syndrome, and a heterogeneous group of rare and ultra-rare epilepsies known as developmental and epileptic encephalopathies. The company was formerly known as AllTranz, Inc. and changed its name to Zynerba Pharmaceuticals, Inc. in August 2014. Zynerba Pharmaceuticals, Inc. was incorporated in 2007 and is headquartered in Devon, Pennsylvania.",0,0,0
